port_name,country,hazard,downtime
Oakland,U.S.A.,TC,0.00305572404031421
Providenciales,Turks and Caicos Islands,TC,0.4067930654355432
Cleveland,U.S.A.,TC,0.014866265197767887
Port Dover,Canada,TC,0.17506915507136647
La Coruna,Spain,TC,0.43691734253388576
Auckland,New Zealand,TC,0.33018085345557724
Tanjunguban,Indonesia,TC,0.05378229683719452
Iwakuni Ko,Japan,TC,1.3506892253978569
Puerto Del Rosario,Spain,TC,0.32536968722408566
Sakai Ko,Japan,TC,4.674509975651791
Puerto Plata,Dominican Republic,TC,4.0041197882694775
Ferrol,Spain,TC,0.40646008066479367
Susaki Ko,Japan,TC,5.131216414554389
Sekupang,Indonesia,TC,0.00020803791368106822
Luganville,Vanuatu,TC,3.1196661495326303
Horta,Portugal,TC,0.8279767437802299
Hiroshima,Japan,TC,2.857661787175675
Shougang Jingtang,China,TC,1.7641764538440365
Aviles,Spain,TC,0.40202640118927424
Arrecife,Spain,TC,0.3250659807295462
Tan-Shui,Taiwan,TC,5.684260669693925
Pontianak,Indonesia,TC,0.029735075597441776
Bayuquan,China,TC,3.3567053663184985
Tokuyama,Japan,TC,1.2752141200333322
Toledo,U.S.A.,TC,0.1374195330183483
Jakarta,Indonesia,TC,0.06801971594834783
Darwin,Australia,TC,0.4578200274421902
Merak Mas Terminal,Indonesia,TC,0.025032575495092007
Kikuma Ko,Japan,TC,2.848692956332991
Belawan,Indonesia,TC,0.01562822315390505
Longkou Gang,China,TC,3.575504960690709
Tsukumi Ko,Japan,TC,2.8739942713944724
Matthew Town,Bahamas,TC,1.0058852265326423
Jinzhou Wan,China,TC,1.1874492644222703
Sandusky,U.S.A.,TC,0.1475008881664715
Matsuyama,Japan,TC,2.8215587379424028
Kure,Japan,TC,0.5681178520293726
Annaba,Algeria,TC,0.00505134366422272
Panjang,Indonesia,TC,0.33518451113520953
Hamilton,Canada,TC,0.16491850814100364
Dumai,Indonesia,TC,0.026459987611528544
Phuket,Thailand,TC,0.07697562557245406
Banten,Indonesia,TC,0.6182454084660369
Pepillo Salcedo,Dominican Republic,TC,3.482975417165004
Hitachi,Japan,TC,2.678224122082858
Tynemouth,United Kingdom,TC,0.23786106965349324
Indiana Harbor,U.S.A.,TC,0.0533713197482471
Burns Harbor,U.S.A.,TC,0.0284977296375682
Atapupu,Indonesia,TC,0.0058873446433971985
Mahajanga,Madagascar,TC,0.44616721074216703
Goole,United Kingdom,TC,0.36349227903286846
Puerto Bolivar,Colombia,TC,2.108703838709477
Batangas City,Philippines,TC,5.51925690209254
Point Lisa Port,Trinidad and Tobago,TC,4.071750734577203
El Grao,Spain,TC,0.15298230808332
Gary,U.S.A.,TC,0.028354876943791168
Pemba,Mozambique,TC,0.4735798840177279
Beira,Mozambique,TC,0.9604057743413381
Pointe A Pierre,Trinidad and Tobago,TC,3.6298166757161154
Gladstone,Australia,TC,2.1308670469498487
Port Arthur,U.S.A.,TC,1.3252373252810998
Buffington,U.S.A.,TC,0.05334696981933572
Ube Ko,Japan,TC,2.821494979932447
Chaguaramas,Trinidad and Tobago,TC,2.531051752800712
Takamatsu,Japan,TC,2.7282007208801
Khorramshahr,Iran,TC,0.00011048439146227978
Limerick,Ireland,TC,0.46613152101486105
Porto Di Oristano,Italy,TC,0.012242308138691635
Thamesport,United Kingdom,TC,0.5496144843566395
Higashi-Harima,Japan,TC,4.838460507947797
Fukuyama,Japan,fluvial,0.0
Portsmouth Harbour,United Kingdom,fluvial,0.0
La Plata,Argentina,fluvial,0.028504659786739862
Oskarshamn,Sweden,fluvial,0.0
Stagen,Indonesia,fluvial,0.0
Djibouti,Djibouti,fluvial,0.0
Tekirdag,Turkey,fluvial,0.0
Kakinada Bay,India,fluvial,0.37011588541666673
Sankt-Peterburg,Russia,fluvial,0.0
Pelabuhan Sungai Udang,Malaysia,fluvial,0.0
Rayong TPI Terminal,Thailand,fluvial,0.049124240451388884
Songkhla Harbor,Thailand,fluvial,0.017437506598395273
Dunkerque Port Ouest,France,fluvial,0.0
Abu Zaby,United Arab Emirates,fluvial,0.0
Montevideo,Uruguay,fluvial,0.0019928578969594596
Bontang LNG Terminal,Indonesia,fluvial,0.0
Morehead City,U.S.A.,fluvial,0.0
Bamdar-E Pars Terminal,Iran,fluvial,0.0
Medway City,United Kingdom,fluvial,0.0
Sete,France,fluvial,0.0
Temryuk,Russia,fluvial,0.0
Kamarajar Port,India,fluvial,0.0033569080799549546
Townsville,Australia,fluvial,0.026737510117539418
Lautoka Harbor,Fiji,fluvial,0.6797738861908783
Mantyluoto,Finland,fluvial,0.0
Namibe,Angola,fluvial,0.003321429828265766
Taranto,Italy,fluvial,0.025076795203406534
New Plymouth,New Zealand,fluvial,0.0
Mazatlan,Mexico,fluvial,0.015525699869791664
Port Dover,Canada,fluvial,0.0
Ju Aymah LPG Terminal,Saudi Arabia,fluvial,0.0
Dover Harbor,United Kingdom,fluvial,0.0
Gravesend,United Kingdom,fluvial,0.0
Marugame Ko,Japan,fluvial,0.0
Penglai,China,fluvial,0.02989286845439189
Longkou Gang,China,fluvial,0.02241965134079392
Manzanillo,Mexico,fluvial,0.010621457394894895
Port Pirie,Australia,fluvial,0.0
Puerto Cabello,Venezuela,fluvial,0.20368039775126687
Chiwan,China,fluvial,0.0
Port Cartier,Canada,fluvial,0.0
Ensenada,Mexico,fluvial,0.0
Vasteras,Sweden,fluvial,0.0
Newport,United Kingdom,fluvial,0.0
Ghazaquet,Algeria,fluvial,0.0
Si Racha,Thailand,fluvial,0.03200861911716403
Otago,New Zealand,fluvial,0.010621457394894895
Karabiga,Turkey,fluvial,0.1048868917745871
Yangpu,China,fluvial,0.0
Umm Said,Qatar,fluvial,0.0
Acajutla,El Salvador,fluvial,0.012588405299831079
Az Zawiya,Libya,fluvial,0.003985715793918919
Amamapare,Indonesia,fluvial,0.0
Porto De Maceio,Brazil,fluvial,0.0
Dos Bocas Terminal,Mexico,fluvial,0.0
Arzew El Djedid,Algeria,fluvial,0.0
Trelleborg,Sweden,fluvial,0.0
Cardiff,United Kingdom,fluvial,0.0
Vung Tau,Vietnam,fluvial,0.033030431652355474
Gemlik,Turkey,fluvial,0.0
Kiire,Japan,fluvial,0.012588405299831079
Cienfuegos,Cuba,fluvial,0.010621457394894895
Rio Grande,Brazil,fluvial,0.0
Petrapavlovsk,Russia,fluvial,0.0
Damietta,Egypt,fluvial,0.0
Tanjung Pelepas,Malaysia,fluvial,0.0
Sept Iles,Canada,fluvial,0.0
Annaba,Algeria,fluvial,0.02989286845439189
Luanda,Angola,fluvial,0.08563550024634009
Portland,Australia,fluvial,0.036925988879504504
Vlissingen,Netherlands,fluvial,0.26258221600506765
Eregli,Turkey,fluvial,0.13303869958826015
Cayo Moa Grande,Cuba,fluvial,0.031864372184684686
Yokohama Ko,Japan,fluvial,0.043136268827421165
Kandla,India,fluvial,0.015525699869791664
Yokkaichi,Japan,fluvial,0.13091941511824323
Bukhta nagayeva (Nagadan),Russia,fluvial,0.0
Shoreham Harbour,United Kingdom,fluvial,0.0
Mostaganem,Algeria,fluvial,0.0
Paldiski,Estonia,fluvial,0.0
Ajman,United Arab Emirates,fluvial,0.043813511753941436
Zeebrugge,Belgium,fluvial,0.0
Tangier-Mediterranean,Morocco,fluvial,0.0
Vyborg,Russia,fluvial,0.0
Blanglancang,Indonesia,fluvial,0.1281499659522804
Kendari,Indonesia,fluvial,0.015776791684262388
Primorsk,Russia,fluvial,0.0
Guangxi Beibu Gulf Port,China,fluvial,0.0
Zhouliwang,China,fluvial,0.0
Wisbech,United Kingdom,fluvial,0.042405122994087836
Kochi Ko,Japan,fluvial,0.15861390677787163
Castries,Saint Lucia,fluvial,0.18701195805180182
Port Kembla,Australia,fluvial,0.010621457394894895
Oita Ko,Japan,fluvial,0.04670279244087838
Ahus,Sweden,fluvial,0.0
Veracruz,Mexico,fluvial,0.04523433637739302
Trabzon,Turkey,fluvial,0.0
Al Iskandariyh (Alexandria),Egypt,fluvial,0.0
Karlshamn,Sweden,fluvial,0.0
Pozzuoli,Italy,fluvial,0.0
Berbera,Somalia,fluvial,0.0
Mailiao,Taiwan,fluvial,0.0
Ishikari Bay New Port,Japan,fluvial,0.0
Tuticorin,India,fluvial,0.1000313203828829
Barry,United Kingdom,fluvial,0.0
Richards Bay,South Africa,fluvial,0.0
Hofu,Japan,fluvial,0.0
Sendai-Shiogama,Japan,fluvial,0.0
Rada Di vado,Italy,fluvial,0.014946434227195948
Guaymas,Mexico,fluvial,0.0
Wakamatsu Ko,Japan,fluvial,0.0033569080799549546
Aratu,Brazil,fluvial,0.0
Zhanjiang,China,fluvial,0.015525699869791664
Geelong,Australia,fluvial,0.0
Malmo,Sweden,fluvial,0.07018860413147522
Dumai,Indonesia,fluvial,0.0
Puerto Cristobal,Panama,fluvial,0.07972656689893017
Varberg,Sweden,fluvial,0.0
Qinhuangdao,China,fluvial,0.0
Muara Harbor,Brunei,fluvial,0.006642859656531533
Lahad Datu,Malaysia,fluvial,0.12081907786692941
Djupviken,Norway,fluvial,0.0
Imabari Ko,Japan,fluvial,0.010621457394894895
Hobart,Australia,fluvial,0.03597787690033784
Akureyri,Iceland,fluvial,0.0
Torina,Finland,fluvial,0.0
Abbot Point,Australia,fluvial,0.026553643487237235
Great Yarmouth,United Kingdom,fluvial,0.008967860536317568
Fujayrah Harbor,United Arab Emirates,fluvial,0.0
Probolinggo,Indonesia,fluvial,0.39234389846389356
Wilhelmshaven,Germany,fluvial,0.0
Rio De Janeiro,Brazil,fluvial,0.17505481067004508
Port Owendo,Gabon,fluvial,0.0
Kisarazu Ko,Japan,fluvial,0.04117289115287162
Dandong,China,fluvial,0.0
London,United Kingdom,fluvial,0.0
Bahia De Las Minas,Panama,fluvial,0.23234947520762952
Bahia De Matarani,Peru,fluvial,0.0
Antalya,Turkey,fluvial,0.03337325171851539
Avonmouth,United Kingdom,fluvial,0.0
Pichilingue,Mexico,fluvial,0.0
Oran,Algeria,fluvial,0.0
Al Kuwayt,Kuwait,fluvial,0.06668754692192194
Zhoushan,China,fluvial,0.0
Nagoya Ko,Japan,fluvial,0.003985715793918919
Uleelheue,Indonesia,fluvial,0.0
Sines,Portugal,fluvial,0.12253836746903154
Mariupol,Ukraine,fluvial,0.015525699869791664
Come By Chance Harbor,Canada,fluvial,0.0
Istanbul,Turkey,fluvial,0.07334844154701575
Santa Cruz De Tenerife,Spain,fluvial,0.0
Ipswich,United Kingdom,fluvial,0.0
Nghe Tinh,Vietnam,fluvial,0.393177858864724
Pusan,South Korea,fluvial,0.03650637536951013
Skhira,Tunisia,fluvial,0.0
Ambon,Indonesia,fluvial,0.014946434227195948
Matsuyama,Japan,fluvial,0.02491072371199325
Bayuquan,China,fluvial,0.0
Alger,Algeria,fluvial,0.0
Guaiba Island Terminal,Brazil,fluvial,0.5001566019144145
Port Sudan,Sudan,fluvial,0.0
Acapulco,Mexico,fluvial,0.0
Dalian,China,fluvial,0.003985715793918919
Augusta,Italy,fluvial,0.015525699869791664
Iraklion,Greece,fluvial,0.0
Onahama Ko,Japan,fluvial,0.031806704057573194
Tubarao,Brazil,fluvial,0.0
Vladivostok,Russia,fluvial,0.0
Bur Said (Port Said),Egypt,fluvial,0.07555069233295796
Boston,United Kingdom,fluvial,0.0
Ghent,Belgium,fluvial,0.0
Presque Isle,U.S.A.,fluvial,0.003985715793918919
Puerto Miranda,Venezuela,fluvial,0.0
PLTU Semen Tonasa,Indonesia,fluvial,0.04248582957957958
Dublin,Ireland,fluvial,0.022659129539695944
Fos,France,fluvial,0.0
Victoria,Malaysia,fluvial,0.0
Itaqui,Brazil,fluvial,0.0
Bamdar-E Shahid Reajie,Iran,fluvial,0.0
Port Au Prince,Haiti,fluvial,0.32202369747677356
Stenungsund,Sweden,fluvial,0.0
San Nicolas,Argentina,fluvial,0.0
Shimizu Ko,Japan,fluvial,0.0
Charco Azul,Panama,fluvial,0.0
Canaport (St. John),Canada,fluvial,0.0
Grangemouth,United Kingdom,fluvial,0.007553043179898647
Villagarcia De Arosa,Spain,fluvial,0.0
Sawakin Harbor,Sudan,fluvial,0.0
Mo Inlet,Norway,fluvial,0.0
Foynes,Ireland,fluvial,0.0
Maputo,Mozambique,fluvial,0.05919496469125375
Lagos,Nigeria,fluvial,0.020896752797719593
Porvoo,Finland,fluvial,0.0
Eskifjordhur,Iceland,fluvial,0.0
Lome,Toga,fluvial,0.021918565332911033
Gwangyang Hang,South Korea,fluvial,0.0
Inchon,South Korea,fluvial,0.0
Port Bonython,Australia,fluvial,0.0
Kampong Saom,Cambodia,fluvial,0.0033569080799549546
King Fahd Port,Saudi Arabia,fluvial,0.05060364172766517
Niihama,Japan,fluvial,0.020094650461007883
Gourd Shanzui,China,fluvial,0.003985715793918919
Mina Saqr,United Arab Emirates,fluvial,0.003985715793918919
Pascagoula,U.S.A.,fluvial,0.0
Burgas,Bulgaria,fluvial,0.020260721952421172
Coatzacoalcos,Mexico,fluvial,0.1363318557326858
Kagoshima Ko,Japan,fluvial,0.0
King's Lynn,United Kingdom,fluvial,0.12638758921030405
Map Ta Phut,Thailand,fluvial,0.0019928578969594596
New Holland,United Kingdom,fluvial,0.0
Teesport,United Kingdom,fluvial,0.0
Marin,Spain,fluvial,0.0
Umea Hamn,Sweden,fluvial,0.0
Noumea,New Caledonia,fluvial,0.0
Tynemouth,United Kingdom,fluvial,0.0
Ende,Indonesia,fluvial,0.05876795379363739
Lorient,France,fluvial,0.0
Kure,Japan,fluvial,0.012588405299831079
Papeete,French Polynesia,fluvial,0.0
Searsport,U.S.A.,fluvial,0.0
Puerto Moin,Costa Rica,fluvial,0.005035362119932432
Tilbury,United Kingdom,fluvial,0.0
Tuapse,Russia,fluvial,0.0
Burnie,Australia,fluvial,0.01544177716779279
Hannan Ko,Japan,fluvial,0.003985715793918919
Yiantian,China,fluvial,0.010070724239864864
Motril,Spain,fluvial,0.003985715793918919
Karachi,Pakistan,fluvial,0.0733618433863551
Kobe,Japan,fluvial,0.0033569080799549546
Pulau Baai,Indonesia,fluvial,0.009964289484797299
Helsingborg,Sweden,fluvial,0.003985715793918919
Hososhima Ko,Japan,fluvial,0.0033569080799549546
Port Lavaca,U.S.A.,fluvial,0.0
Tanjunguban,Indonesia,fluvial,0.003985715793918919
Umm Qasr,Iraq,fluvial,0.026553643487237235
Empire,U.S.A.,fluvial,0.0
Dahej,India,fluvial,0.10503288640202704
Algeciras,Spain,fluvial,0.058089249894425675
Brunswick,U.S.A.,fluvial,0.0
Santa Maria,Colombia,fluvial,0.053884235993806304
Halifax,Canada,fluvial,0.0
Gabes,Tunisia,fluvial,0.0
Grenaa Havn,Denmark,fluvial,0.007720888583896395
Bahia Quintero (Ventanas),Chile,fluvial,0.0
Wellington,New Zealand,fluvial,0.04699671311936936
Bohai Bay,China,fluvial,0.0
Port Adelaide,Australia,fluvial,0.04566678860501126
Mejillones,Chile,fluvial,0.046577099609375
Les Sables D' Olonne,France,fluvial,0.0
Maizuro Ko,Japan,fluvial,0.0
Indiana Harbor,U.S.A.,fluvial,0.0
Point Murat,Australia,fluvial,0.0
Baie Comeau,Canada,fluvial,0.0
Jayapura,Indonesia,fluvial,0.0
Delta Terminal,Turkey,fluvial,0.04483930268158784
Port Harcourt,Nigeria,fluvial,0.0
Tokuyama,Japan,fluvial,0.0033569080799549546
Yatsushiro Ko,Japan,fluvial,0.0
Tema,Ghana,fluvial,0.0
Pulau Pinang,Malaysia,fluvial,0.32329060945711335
Kavala,Greece,fluvial,0.04749644654420045
Kirteh Oil Terminal,Malaysia,fluvial,0.0
Madre De Deus,Brazil,fluvial,0.0
Tauranga,New Zealand,fluvial,0.010621457394894895
Bremerhaven,Germany,fluvial,0.0
Tomakomai Ko,Japan,fluvial,0.013217213013795043
Portovecchio Di Piombino,Italy,fluvial,0.001678454039977477
Toledo,U.S.A.,fluvial,0.0
Puerto Nuevo,Colombia,fluvial,0.0033569080799549546
Kanda,Japan,fluvial,0.0
EL Segundo,U.S.A.,fluvial,0.0
Mundra,India,fluvial,0.026553643487237235
Liverpool,United Kingdom,fluvial,0.0
Hamilton,Canada,fluvial,0.0
Botany Bay,Australia,fluvial,0.026553643487237235
Puerto De Carboneras,Spain,fluvial,0.0
Ube Ko,Japan,fluvial,0.008811883709881755
Fredericia,Denmark,fluvial,0.0
Kavieng Harbor,Papua New Guinea,fluvial,0.010621457394894895
Barbor's Point,U.S.A.,fluvial,0.005035362119932432
Thamesport,United Kingdom,fluvial,0.0
Sassnitz,Germany,fluvial,0.0
Chiriqui Grande,Panama,fluvial,0.06676073954814189
Bluff Harbor,New Zealand,fluvial,0.0
Piraievs,Greece,fluvial,0.008811883709881755
Haydarpasa,Turkey,fluvial,0.0
Tg Mani,Malaysia,fluvial,0.0
Newport News,U.S.A.,fluvial,0.0
Port D' Ajaccio,France,fluvial,0.015525699869791664
Dhekelia,Cyprus,fluvial,0.0
Tsukumi Ko,Japan,fluvial,0.0033569080799549546
Marina Di Carrara,Italy,fluvial,0.0
Chiba Ko,Japan,fluvial,0.06103826512058934
Varna,Bulgaria,fluvial,0.4109176329649963
Al Hamriyah LPG Terminal,United Arab Emirates,fluvial,0.0
Beihai,China,fluvial,0.0019928578969594596
Belawan,Indonesia,fluvial,0.0
Warri,Nigeria,fluvial,0.026553643487237235
Kudamatsu,Japan,fluvial,0.003985715793918919
Buffington,U.S.A.,fluvial,0.0
Kuantan New Port,Malaysia,fluvial,0.025596424109656526
Gladstone,Australia,fluvial,0.026553643487237235
Swanport,U.S.A.,fluvial,0.0
Kao Hsiung,Taiwan,fluvial,0.0
Sandusky,U.S.A.,fluvial,0.0
Ancona,Italy,fluvial,0.3121924514358108
Darwin,Australia,fluvial,0.0033569080799549546
Bajo Grande,Venezuela,fluvial,0.026553643487237235
Davisville Depot,U.S.A.,fluvial,0.0
Cork,Ireland,fluvial,0.0
Brindisi,Italy,fluvial,0.003985715793918919
Canaveral Harbor,U.S.A.,fluvial,0.0
Ferrol,Spain,fluvial,0.0
Plymouth,United Kingdom,fluvial,0.0
Qalhat LNG Terminal,Oman,fluvial,0.0
Nemrut Limani Bay,Turkey,fluvial,0.0
Immingham,United Kingdom,fluvial,0.06476788165118243
Trondheim,Norway,fluvial,0.03255001231700451
Almeria,Spain,fluvial,0.043813511753941436
Misratah,Libya,fluvial,0.0
Ulsan,South Korea,fluvial,0.015525699869791664
Yanbu,Saudi Arabia,fluvial,0.15245362911739865
Harbor Yeweiju,China,fluvial,0.0
Anchorage,U.S.A.,fluvial,0.0
Oulo,Finland,fluvial,0.018882607949746617
La Spezia,Italy,fluvial,0.003985715793918919
Yalova,Turkey,fluvial,0.010621457394894895
Lanqiao Port,China,fluvial,0.02241965134079392
Oostende,Belgium,fluvial,0.0
Puerto Quetzal,Guatemala,fluvial,0.0
Port Dalrymple,Australia,fluvial,0.0
Paranagua,Brazil,fluvial,0.0033569080799549546
Grimsby,United Kingdom,fluvial,0.04982144742398649
Kashima Ko,Japan,fluvial,0.0
Bukhta Vanino,Russia,fluvial,0.0
Stockholm,Sweden,fluvial,0.0
Ishinomaki Ko,Japan,fluvial,0.020141448479729727
Pipavav Bandar,India,fluvial,0.2870156408361486
Bushehr,Iran,fluvial,0.0
Sagunto,Spain,fluvial,0.08090148472691441
Masan,South Korea,fluvial,0.11044227583051801
Sikka,India,fluvial,0.0
Kingston,Jamaica,fluvial,0.3029299530487518
Montoir,France,fluvial,0.0
PelabuhanRatuCoalPowerPlant,Indonesia,fluvial,0.006642859656531533
Porto Di Malamocco,Italy,fluvial,0.0
Daesan Hang,South Korea,fluvial,0.0
Burns Harbor,U.S.A.,fluvial,0.0033569080799549546
Duba,Saudi Arabia,fluvial,0.010621457394894895
Jiddah,Saudi Arabia,fluvial,0.03902680048212275
Porto Di Lido-Venezia,Italy,fluvial,0.06642147850975975
San Miguel De Cozumel,Mexico,fluvial,0.011292861416103604
Tanjung Sangata,Indonesia,fluvial,0.0278813256615991
Cairns,Australia,fluvial,0.11218914373357733
La Coruna,Spain,fluvial,0.008811883709881755
Cartagena,Spain,fluvial,1.000313203828829
Puerto Colon,Panama,fluvial,0.16435722304335587
Bahia San Vicente,Chile,fluvial,0.010462503959037164
Larnaca,Cyprus,fluvial,0.1092750413499437
Dar Es Salaam,Tanzania,fluvial,0.010621457394894895
Monfalcone,Italy,fluvial,0.0033569080799549546
Botas Natural Gas Terminal,Turkey,fluvial,0.13950005278716213
Tonghae,South Korea,fluvial,0.003985715793918919
Tuban,Indonesia,fluvial,0.013119647821649776
Vostochnyy,Russia,fluvial,0.008811883709881755
Arhus,Denmark,fluvial,0.0
Yantai,China,fluvial,0.0033569080799549546
Bonny,Nigeria,fluvial,0.8967860536317568
Campana,Argentina,fluvial,0.378364844336524
Panama City,U.S.A.,fluvial,0.0
Thessaloniki,Greece,fluvial,0.02241965134079392
Khoms,Libya,fluvial,0.0
Napoli,Italy,fluvial,0.09201335104635884
Puerto Bolivar,Ecuador,fluvial,0.0
Leith,United Kingdom,fluvial,0.0
Bridgeport,U.S.A.,fluvial,0.011292861416103604
Tanah Merah,Indonesia,fluvial,0.0
Rostock,Germany,fluvial,0.02989286845439189
Kulevi Oil Terminal,Georgia,fluvial,0.24562120225694442
Derince Burnu,Turkey,fluvial,0.0033569080799549546
Whyalla,Australia,fluvial,0.0033569080799549546
Sodertalje,Sweden,fluvial,0.0
Sarroch Oil Terminal,Italy,fluvial,0.010621457394894895
Furku,Finland,fluvial,0.043813511753941436
Safi,Morocco,fluvial,0.0
Ningbo,China,fluvial,0.18755872571790544
Jose Terminal,Venezuela,fluvial,0.0
Nakhodka,Russia,fluvial,0.2241965134079392
Kinuura Ko,Japan,fluvial,0.01930222145974099
Halmstad,Sweden,fluvial,0.003985715793918919
Bay City,U.S.A.,fluvial,0.0
Kingston Upon Hull,United Kingdom,fluvial,0.0
Naoetsu Ko,Japan,fluvial,0.19386144161739863
Nelson,New Zealand,fluvial,0.12553814004434122
Kobenhavn,Denmark,fluvial,0.0033569080799549546
North Ain Sukhna Port,Egypt,fluvial,0.007720888583896395
Talinn,Estonia,fluvial,0.003985715793918919
Sint Nicolaas Baai,Aruba,fluvial,0.010621457394894895
Kemaman Harbor,Malaysia,fluvial,0.0
Gary,U.S.A.,fluvial,0.012621433347409911
Port Elizabeth,South Africa,fluvial,0.03983847304335586
Rethimnon,Greece,fluvial,0.0
Bahia De Valparaiso,Chile,fluvial,0.0
Nanao Ko,Japan,fluvial,0.0
Tai-Chung Kang,Taiwan,fluvial,0.005978573690878379
Londonderry,United Kingdom,fluvial,0.0
Kandalaksha,Russia,fluvial,0.02316266575168919
Big Creek,Belize,fluvial,0.08563550024634009
Pelabuhan Sansakan,Malaysia,fluvial,0.09625695764123499
Zonguldak,Turkey,fluvial,0.09938496234515766
Gulfport,U.S.A.,fluvial,0.0
Port Klang,Malaysia,fluvial,0.0
Kristiansand,Norway,fluvial,0.0033569080799549546
Butinge Oil Terminal,Lithuania,fluvial,0.0278813256615991
Moroni,Comoros,fluvial,0.0
Sunderland,United Kingdom,fluvial,0.0
Golfito,Costa Rica,fluvial,0.07036715524117867
Reka Luga,Russia,fluvial,0.0
Bandirma,Turkey,fluvial,0.0
Odesa,Ukraine,fluvial,0.05656390114724098
De Kastri,Russia,fluvial,0.010621457394894895
Aliaga,Turkey,fluvial,0.0
JSW Jaigad Port Limited,India,fluvial,0.07738931499859235
Point Noire,Republic of Congo,fluvial,0.0
Korsakov,Russia,fluvial,0.0
Livorno,Italy,fluvial,0.026553643487237235
Sakai-Senboku,Japan,fluvial,0.030919581397804055
Komatsushima,Japan,fluvial,0.1000313203828829
Mina Raysut,Oman,fluvial,0.003985715793918919
Cilacap,Indonesia,fluvial,0.033030431652355474
Devonport,Australia,fluvial,0.010070724239864864
Mishima-Kawanoe Ko,Japan,fluvial,0.010621457394894895
Shijing Longxiang,China,fluvial,0.0
Bridgetown,Barbados,fluvial,0.05128672886753942
Buenos Aires,Argentina,fluvial,0.037933061303490986
Belem,Brazil,fluvial,0.16939292124155406
Nagasaki,Japan,fluvial,0.0803140258129223
Toros Gubre,Turkey,fluvial,0.0
Lafarge,Indonesia,fluvial,0.0
Qui Nhon,Vietnam,fluvial,0.010621457394894895
Goole,United Kingdom,fluvial,0.24169738175675673
Kawasaki Ko,Japan,fluvial,0.12862136589714715
Luganville,Vanuatu,fluvial,0.17060715940549925
Bintulu Port,Malaysia,fluvial,0.010621457394894895
Quanzhou,China,fluvial,0.010462503959037164
Willemstad,Curacao,fluvial,0.06108138783314565
Sao Sebastiao,Brazil,fluvial,0.0
Providence,U.S.A.,fluvial,0.0033569080799549546
Rizhao,China,fluvial,0.003985715793918919
Rabigh,Saudi Arabia,fluvial,0.015278577210022525
Kushiro Ko,Japan,fluvial,0.01760357808980856
Genova,Italy,fluvial,0.0
Rijeka Luka,Croatia,fluvial,0.0
Tokyo Ko,Japan,fluvial,0.0
Trieste,Italy,fluvial,0.003985715793918919
Haifa,Israel,fluvial,0.09098412068318318
Belize City,Belize,fluvial,0.017935721072635136
Port Manatee,U.S.A.,fluvial,0.0
Gdynia,Poland,fluvial,0.026553643487237235
Menominee,U.S.A.,fluvial,0.026553643487237235
Makhachkala Port,Russia,fluvial,0.302121727195946
Joutseno,Finland,fluvial,0.0
Paarden Baai - (Orangestad),Aruba,fluvial,0.09639567549971846
Norfolk,U.S.A.,fluvial,0.0
Bellingham,U.S.A.,fluvial,0.0
Hakata,Japan,fluvial,0.19386144161739863
Guayaquil,Ecuador,fluvial,0.010621457394894895
Bissau,Guinea-Bissau,fluvial,0.0
Lumut,Malaysia,fluvial,0.05978573690878378
Grand Haven,U.S.A.,fluvial,0.026553643487237235
Vikanes,Norway,fluvial,0.0
Baubau,Indonesia,fluvial,0.05775728873404654
Mongla,Bangladesh,fluvial,0.2698145389041385
Elevsis,Greece,fluvial,0.0019928578969594596
Ormos Aliveriou,Greece,fluvial,0.0
Southampton,United Kingdom,fluvial,0.0629420264991554
Abenra,Denmark,fluvial,0.0
Cartagena,Colombia,fluvial,0.010621457394894895
Rosario,Argentina,fluvial,0.05719855700426989
Tsuruga Ko,Japan,fluvial,0.0
Atapupu,Indonesia,fluvial,0.010621457394894895
Poti,Georgia,fluvial,0.0033569080799549546
Gove,Australia,fluvial,0.0
Kunsan,South Korea,fluvial,0.5001566019144145
Mizushima Ko,Japan,fluvial,0.0033569080799549546
Hobro,Denmark,fluvial,0.059745697846283786
Brisbane,Australia,fluvial,0.37011588541666673
Nuevitas Bay,Cuba,fluvial,0.0033569080799549546
Valencia,Spain,fluvial,0.05656390114724098
Milner Bay,Australia,fluvial,0.0
Tangshan (Jingtang),China,fluvial,0.003985715793918919
Nice,France,fluvial,0.014946434227195948
Oil terminal Agioi,Greece,fluvial,0.010621457394894895
El Palito,Venezuela,fluvial,0.08098861263607357
Zamboanga,Philippines,fluvial,0.2083085021056212
Puerto De Haina,Dominican Republic,fluvial,0.12253836746903154
Chi-Lung,Taiwan,fluvial,0.010462503959037164
Picton,New Zealand,fluvial,0.07572860008445946
Basuo,China,fluvial,0.1944851751653998
Maumere,Indonesia,fluvial,0.1261298065643769
Aomori Ko,Japan,fluvial,0.021921436866554057
Port Vila,Vanuatu,fluvial,0.010621457394894895
Lumut,Brunei,fluvial,0.08098861263607357
Superior,U.S.A.,fluvial,0.07002192426801802
Puerto De Chimbote,Peru,fluvial,0.07266612061280031
Vancouver,Canada,fluvial,0.0
Tokachi,Japan,fluvial,0.0
Le Legue,France,fluvial,0.013119647821649776
Macau,Macau,fluvial,0.3109336109058277
Santos,Brazil,fluvial,0.10230003871058559
Puerto La Cruz,Venezuela,fluvial,0.33988694309543915
Bandar Khomeyni,Iran,fluvial,0.0
